Year,Day,Month,Weekday,Time slot,Number of trips,Average number of journeys,Total duration of journeys (mn),Durée moyenne d'un trajet
2015,6,June,Friday,07H - 08H,557,2.602803738,6115,10.97845601
2015,6,June,Friday,08H - 09H,901,4.210280374,19062,21.15649279
2015,6,June,Friday,09H - 10H,629,2.939252336,61550,97.85373609
2015,6,June,Friday,10H - 11H,361,1.686915888,5099,14.12465374
2015,6,June,Friday,11H - 12H,505,2.359813084,17991,35.62574257
2015,6,June,Friday,12H - 13H,592,2.76635514,7283,12.30236486
2015,6,June,Friday,13H - 14H,448,2.093457944,21121,47.14508929
2015,6,June,Friday,14H - 15H,389,1.817757009,19718,50.68894602
2015,6,June,Friday,15H - 16H,669,3.126168224,25706,38.4245142
2015,6,June,Friday,16H - 17H,746,3.485981308,11310,15.16085791
2015,6,June,Friday,17H - 18H,746,3.485981308,9686,12.98391421
2015,6,June,Friday,18H - 19H,784,3.663551402,9897,12.62372449
2015,6,June,Friday,19H - 20H,590,2.757009346,67149,113.8118644
2015,6,June,Friday,20H - 21H,617,2.88317757,96890,157.0340357
2015,6,June,Friday,21H - 22H,458,2.140186916,82502,180.1353712
2015,6,June,Friday,22H - 23H,329,1.537383178,5395,16.39817629
2015,6,June,Friday,23H - 24H,317,1.481308411,4013,12.65930599
2015,6,June,Saturday,00H - 01H,240,1.121495327,4349,18.12083333
2015,6,June,Saturday,01H - 02H,184,0.8598130841,2187,11.88586957
2015,6,June,Saturday,02H - 03H,89,0.4158878505,856,9.617977528
2015,6,June,Saturday,03H - 04H,65,0.3037383178,707,10.87692308
2015,6,June,Saturday,04H - 05H,39,0.1822429907,438,11.23076923
2015,6,June,Saturday,05H - 06H,30,0.1401869159,290,9.666666667
2015,6,June,Saturday,06H - 07H,31,0.1448598131,341,11
2015,6,June,Saturday,07H - 08H,70,0.3271028037,458,6.542857143
2015,6,June,Saturday,08H - 09H,170,0.7943925234,4217,24.80588235
2015,6,June,Saturday,09H - 10H,215,1.004672897,4146,19.28372093
2015,6,June,Saturday,10H - 11H,232,1.08411215,3535,15.23706897
2015,6,June,Saturday,11H - 12H,274,1.280373832,4848,17.69343066
2015,6,June,Saturday,12H - 13H,303,1.41588785,4334,14.30363036
2015,6,June,Saturday,13H - 14H,333,1.556074766,6974,20.94294294
2015,6,June,Saturday,14H - 15H,313,1.462616822,4628,14.78594249
2015,6,June,Saturday,15H - 16H,369,1.724299065,8110,21.97831978
2015,6,June,Saturday,16H - 17H,329,1.537383178,32672,99.30699088
2015,6,June,Saturday,17H - 18H,308,1.439252336,4723,15.33441558
2015,6,June,Saturday,18H - 19H,332,1.551401869,5173,15.5813253
2015,6,June,Saturday,19H - 20H,354,1.654205607,7548,21.3220339
2015,6,June,Saturday,20H - 21H,327,1.528037383,5244,16.03669725
2015,6,June,Saturday,21H - 22H,253,1.182242991,5129,20.27272727
2015,6,June,Saturday,22H - 23H,173,0.808411215,2045,11.82080925
2015,6,June,Saturday,23H - 24H,138,0.6448598131,1784,12.92753623
2015,6,June,Sunday,00H - 01H,90,0.4205607477,935,10.38888889
2015,6,June,Sunday,01H - 02H,53,0.2476635514,677,12.77358491
2015,6,June,Sunday,02H - 03H,36,0.1682242991,324,9
2015,6,June,Sunday,03H - 04H,35,0.1635514019,2033,58.08571429
2015,6,June,Sunday,04H - 05H,25,0.1168224299,284,11.36
2015,6,June,Sunday,05H - 06H,19,0.08878504673,155,8.157894737
2015,6,June,Sunday,06H - 07H,17,0.07943925234,186,10.94117647
2015,6,June,Sunday,07H - 08H,16,0.07476635514,251,15.6875
2015,6,June,Sunday,08H - 09H,131,0.6121495327,2407,18.3740458
2015,6,June,Sunday,09H - 10H,129,0.6028037383,2567,19.89922481
2015,6,June,Sunday,10H - 11H,173,0.808411215,3925,22.68786127
2015,6,June,Sunday,11H - 12H,158,0.738317757,4494,28.44303797
2015,6,June,Sunday,12H - 13H,241,1.126168224,9839,40.82572614
2015,6,June,Sunday,13H - 14H,284,1.327102804,4321,15.21478873
2015,6,June,Sunday,14H - 15H,272,1.271028037,4239,15.58455882
2015,6,June,Sunday,15H - 16H,278,1.299065421,5637,20.27697842
2015,6,June,Sunday,16H - 17H,323,1.509345794,8000,24.76780186
2015,6,June,Sunday,17H - 18H,296,1.38317757,3830,12.93918919
2015,6,June,Sunday,18H - 19H,314,1.46728972,4442,14.14649682
2015,6,June,Sunday,19H - 20H,289,1.35046729,4658,16.11764706
2015,6,June,Sunday,20H - 21H,272,1.271028037,5383,19.79044118
2015,6,June,Sunday,21H - 22H,271,1.26635514,3418,12.61254613
2015,6,June,Sunday,22H - 23H,171,0.7990654206,1863,10.89473684
2015,6,June,Sunday,23H - 24H,86,0.4018691589,892,10.37209302
2015,6,June,Monday,00H - 01H,50,0.2336448598,511,10.22
2015,6,June,Monday,01H - 02H,17,0.07943925234,100,5.882352941
2015,6,June,Monday,02H - 03H,13,0.06074766355,231,17.76923077
2015,6,June,Monday,03H - 04H,16,0.07476635514,157,9.8125
2015,6,June,Monday,04H - 05H,8,0.03738317757,58,7.25
2015,6,June,Monday,05H - 06H,8,0.03738317757,64,8
2015,6,June,Monday,06H - 07H,274,1.280373832,4166,15.20437956
2015,6,June,Monday,07H - 08H,781,3.64953271,9105,11.6581306
2015,6,June,Monday,08H - 09H,1085,5.070093458,12320,11.35483871
2015,6,June,Monday,09H - 10H,695,3.247663551,11851,17.05179856
2015,6,June,Monday,10H - 11H,454,2.121495327,6862,15.11453744
2015,6,June,Monday,11H - 12H,533,2.490654206,6712,12.59287054
2015,6,June,Monday,12H - 13H,766,3.579439252,9317,12.16318538
2015,6,June,Monday,13H - 14H,534,2.495327103,125367,234.7696629
2015,6,June,Monday,14H - 15H,484,2.261682243,6525,13.48140496
2015,6,June,Monday,15H - 16H,516,2.411214953,7469,14.4748062
2015,6,June,Monday,16H - 17H,794,3.710280374,10221,12.87279597
2015,6,June,Monday,17H - 18H,1302,6.08411215,17249,13.24807988
2015,6,June,Monday,18H - 19H,1225,5.724299065,15735,12.84489796
2015,6,June,Monday,19H - 20H,929,4.341121495,12616,13.58019376
2015,6,June,Monday,20H - 21H,690,3.224299065,13904,20.15072464
2015,6,June,Monday,21H - 22H,507,2.369158879,9767,19.2642998
2015,6,June,Monday,22H - 23H,276,1.289719626,3318,12.02173913
2015,6,June,Monday,23H - 24H,130,0.6074766355,1405,10.80769231
2015,6,June,Tuesday,00H - 01H,60,0.2803738318,554,9.233333333
2015,6,June,Tuesday,01H - 02H,37,0.1728971963,395,10.67567568
2015,6,June,Tuesday,02H - 03H,15,0.07009345794,192,12.8
2015,6,June,Tuesday,03H - 04H,5,0.02336448598,45,9
2015,6,June,Tuesday,05H - 06H,9,0.04205607477,76,8.444444444
2015,6,June,Tuesday,06H - 07H,244,1.140186916,4811,19.71721311
2015,6,June,Tuesday,07H - 08H,734,3.429906542,31649,43.11852861
2015,6,June,Tuesday,08H - 09H,1137,5.313084112,12585,11.06860158
2015,6,June,Tuesday,09H - 10H,779,3.640186916,8995,11.54685494
2015,6,June,Tuesday,10H - 11H,471,2.200934579,6661,14.14225053
2015,6,June,Tuesday,11H - 12H,544,2.542056075,5711,10.49816176
2015,6,June,Tuesday,12H - 13H,680,3.177570093,27627,40.62794118
2015,6,June,Tuesday,13H - 14H,581,2.714953271,194715,335.1376936
2015,6,June,Tuesday,14H - 15H,500,2.336448598,6169,12.338
2015,6,June,Tuesday,15H - 16H,535,2.5,6337,11.84485981
2015,6,June,Tuesday,16H - 17H,813,3.799065421,13152,16.17712177
2015,6,June,Tuesday,17H - 18H,1241,5.799065421,15854,12.77518131
2015,6,June,Tuesday,18H - 19H,1222,5.710280374,14978,12.25695581
2015,6,June,Tuesday,19H - 20H,771,3.602803738,31215,40.48638132
2015,6,June,Tuesday,20H - 21H,595,2.780373832,8367,14.06218487
2015,6,June,Tuesday,21H - 22H,502,2.345794393,26260,52.31075697
2015,6,June,Tuesday,22H - 23H,317,1.481308411,4714,14.87066246
2015,6,June,Tuesday,23H - 24H,140,0.6542056075,1507,10.76428571
2015,7,July,Wednesday,00H - 01H,80,0.3738317757,905,11.3125
2015,7,July,Wednesday,01H - 02H,45,0.2102803738,431,9.577777778
2015,7,July,Wednesday,02H - 03H,22,0.1028037383,259,11.77272727
2015,7,July,Wednesday,03H - 04H,7,0.03271028037,55,7.857142857
2015,7,July,Wednesday,04H - 05H,1,0.004672897196,14,14
2015,7,July,Wednesday,05H - 06H,8,0.03738317757,67,8.375
2015,7,July,Wednesday,06H - 07H,218,1.018691589,3858,17.69724771
2015,7,July,Wednesday,07H - 08H,691,3.228971963,8033,11.6251809
2015,7,July,Wednesday,08H - 09H,1110,5.186915888,11464,10.32792793
2015,7,July,Wednesday,09H - 10H,740,3.457943925,8471,11.4472973
2015,7,July,Wednesday,10H - 11H,439,2.051401869,7862,17.90888383
2015,7,July,Wednesday,11H - 12H,453,2.11682243,11667,25.75496689
2015,7,July,Wednesday,12H - 13H,633,2.957943925,71070,112.2748815
2015,7,July,Wednesday,13H - 14H,501,2.341121495,15112,30.16367265
2015,7,July,Wednesday,14H - 15H,500,2.336448598,8346,16.692
2015,7,July,Wednesday,15H - 16H,493,2.303738318,7832,15.88640974
2015,7,July,Wednesday,16H - 17H,708,3.308411215,10836,15.30508475
2015,7,July,Wednesday,17H - 18H,1240,5.794392523,18626,15.02096774
2015,7,July,Wednesday,18H - 19H,1020,4.76635514,13551,13.28529412
2015,7,July,Wednesday,19H - 20H,861,4.023364486,12933,15.02090592
2015,7,July,Wednesday,20H - 21H,588,2.747663551,7844,13.34013605
2015,7,July,Wednesday,21H - 22H,428,2,5041,11.77803738
2015,7,July,Wednesday,22H - 23H,290,1.355140187,3476,11.9862069
2015,7,July,Wednesday,23H - 24H,185,0.8644859813,2096,11.32972973
2015,7,July,Thursday,00H - 01H,86,0.4018691589,871,10.12790698
2015,7,July,Thursday,01H - 02H,52,0.2429906542,651,12.51923077
2015,7,July,Thursday,02H - 03H,19,0.08878504673,177,9.315789474
2015,7,July,Thursday,03H - 04H,12,0.05607476636,146,12.16666667
2015,7,July,Thursday,04H - 05H,4,0.01869158879,32,8
2015,7,July,Thursday,05H - 06H,9,0.04205607477,95,10.55555556
2015,7,July,Thursday,06H - 07H,221,1.03271028,4369,19.76923077
2015,7,July,Thursday,07H - 08H,573,2.677570093,6892,12.02792321
2015,7,July,Thursday,08H - 09H,1019,4.761682243,10859,10.65652601
2015,7,July,Thursday,09H - 10H,746,3.485981308,7956,10.66487936
2015,7,July,Thursday,10H - 11H,424,1.981308411,6971,16.44103774
2015,7,July,Thursday,11H - 12H,439,2.051401869,10865,24.74943052
2015,7,July,Thursday,12H - 13H,527,2.462616822,37358,70.88804554
2015,7,July,Thursday,13H - 14H,460,2.14953271,52713,114.5934783
